Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Egypt, Arab Rep.",EGY,2010,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.1
"Egypt, Arab Rep.",EGY,2005,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.079
"Egypt, Arab Rep.",EGY,2000,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,0.069
"Egypt, Arab Rep.",EGY,2018,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.36
"Egypt, Arab Rep.",EGY,2015,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.4
"Egypt, Arab Rep.",EGY,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.36
"Egypt, Arab Rep.",EGY,2005,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.29
"Egypt, Arab Rep.",EGY,2000,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.25
"Egypt, Arab Rep.",EGY,2018,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.62
"Egypt, Arab Rep.",EGY,2015,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.69
"Egypt, Arab Rep.",EGY,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.63
"Egypt, Arab Rep.",EGY,2005,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.49
"Egypt, Arab Rep.",EGY,2000,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,0.43
"Egypt, Arab Rep.",EGY,2019,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.3
"Egypt, Arab Rep.",EGY,2018,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.5
"Egypt, Arab Rep.",EGY,2017,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,28.8
"Egypt, Arab Rep.",EGY,2016,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.2
"Egypt, Arab Rep.",EGY,2015,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,29.7
"Egypt, Arab Rep.",EGY,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,30.3
"Egypt, Arab Rep.",EGY,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,30.7
"Egypt, Arab Rep.",EGY,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,31
"Egypt, Arab Rep.",EGY,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,31.4
"Egypt, Arab Rep.",EGY,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,31.9
"Egypt, Arab Rep.",EGY,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,32.5
"Egypt, Arab Rep.",EGY,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.2
"Egypt, Arab Rep.",EGY,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,33.7
"Egypt, Arab Rep.",EGY,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,34.1
"Egypt, Arab Rep.",EGY,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,34.5
"Egypt, Arab Rep.",EGY,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,34.8
"Egypt, Arab Rep.",EGY,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.1
"Egypt, Arab Rep.",EGY,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.2
"Egypt, Arab Rep.",EGY,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.3
"Egypt, Arab Rep.",EGY,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,35.5
"Egypt, Arab Rep.",EGY,2019,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,32.2
"Egypt, Arab Rep.",EGY,2018,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,32.5
"Egypt, Arab Rep.",EGY,2017,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,33
"Egypt, Arab Rep.",EGY,2016,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,33.5
"Egypt, Arab Rep.",EGY,2015,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,34.1
"Egypt, Arab Rep.",EGY,2014,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,34.9
"Egypt, Arab Rep.",EGY,2013,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,35.5
"Egypt, Arab Rep.",EGY,2012,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,36.2
"Egypt, Arab Rep.",EGY,2011,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,36.9
"Egypt, Arab Rep.",EGY,2010,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,37.7
"Egypt, Arab Rep.",EGY,2009,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,38.4
"Egypt, Arab Rep.",EGY,2008,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.1
"Egypt, Arab Rep.",EGY,2007,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.7
"Egypt, Arab Rep.",EGY,2006,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,40
"Egypt, Arab Rep.",EGY,2005,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,40.2
"Egypt, Arab Rep.",EGY,2004,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,40.1
"Egypt, Arab Rep.",EGY,2003,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,40
"Egypt, Arab Rep.",EGY,2002,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.8
"Egypt, Arab Rep.",EGY,2001,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.6
"Egypt, Arab Rep.",EGY,2000,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,39.6
"Egypt, Arab Rep.",EGY,2019,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.4
"Egypt, Arab Rep.",EGY,2018,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,28.7
"Egypt, Arab Rep.",EGY,2017,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29
"Egypt, Arab Rep.",EGY,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29.4
"Egypt, Arab Rep.",EGY,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,29.9
"Egypt, Arab Rep.",EGY,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,30.5
"Egypt, Arab Rep.",EGY,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,30.9
"Egypt, Arab Rep.",EGY,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,31.2
"Egypt, Arab Rep.",EGY,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,31.7
"Egypt, Arab Rep.",EGY,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.2
"Egypt, Arab Rep.",EGY,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,32.8
"Egypt, Arab Rep.",EGY,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,33.5
"Egypt, Arab Rep.",EGY,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34
"Egypt, Arab Rep.",EGY,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.4
"Egypt, Arab Rep.",EGY,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,34.8
"Egypt, Arab Rep.",EGY,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.1
"Egypt, Arab Rep.",EGY,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.4
"Egypt, Arab Rep.",EGY,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.5
"Egypt, Arab Rep.",EGY,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.6
"Egypt, Arab Rep.",EGY,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,35.9
"Egypt, Arab Rep.",EGY,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.62846081312771
"Egypt, Arab Rep.",EGY,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.8222436470346
"Egypt, Arab Rep.",EGY,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.7963030093853
"Egypt, Arab Rep.",EGY,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,20.8667378351591
"Egypt, Arab Rep.",EGY,2019,Number of infant deaths,SH.DTH.IMRT,44628
"Egypt, Arab Rep.",EGY,2018,Number of infant deaths,SH.DTH.IMRT,46426
"Egypt, Arab Rep.",EGY,2017,Number of infant deaths,SH.DTH.IMRT,48098
"Egypt, Arab Rep.",EGY,2016,Number of infant deaths,SH.DTH.IMRT,49823
"Egypt, Arab Rep.",EGY,2015,Number of infant deaths,SH.DTH.IMRT,51204
"Egypt, Arab Rep.",EGY,2014,Number of infant deaths,SH.DTH.IMRT,52307
"Egypt, Arab Rep.",EGY,2013,Number of infant deaths,SH.DTH.IMRT,53037
"Egypt, Arab Rep.",EGY,2012,Number of infant deaths,SH.DTH.IMRT,53481
"Egypt, Arab Rep.",EGY,2011,Number of infant deaths,SH.DTH.IMRT,53542
"Egypt, Arab Rep.",EGY,2010,Number of infant deaths,SH.DTH.IMRT,53371
"Egypt, Arab Rep.",EGY,2009,Number of infant deaths,SH.DTH.IMRT,53059
"Egypt, Arab Rep.",EGY,2008,Number of infant deaths,SH.DTH.IMRT,52849
"Egypt, Arab Rep.",EGY,2007,Number of infant deaths,SH.DTH.IMRT,52948
"Egypt, Arab Rep.",EGY,2006,Number of infant deaths,SH.DTH.IMRT,53421
"Egypt, Arab Rep.",EGY,2005,Number of infant deaths,SH.DTH.IMRT,54342
"Egypt, Arab Rep.",EGY,2004,Number of infant deaths,SH.DTH.IMRT,55764
"Egypt, Arab Rep.",EGY,2003,Number of infant deaths,SH.DTH.IMRT,57669
"Egypt, Arab Rep.",EGY,2002,Number of infant deaths,SH.DTH.IMRT,59971
"Egypt, Arab Rep.",EGY,2001,Number of infant deaths,SH.DTH.IMRT,62702
"Egypt, Arab Rep.",EGY,2000,Number of infant deaths,SH.DTH.IMRT,65853
"Egypt, Arab Rep.",EGY,1999,Number of infant deaths,SH.DTH.IMRT,69371
"Egypt, Arab Rep.",EGY,1998,Number of infant deaths,SH.DTH.IMRT,73301
"Egypt, Arab Rep.",EGY,1997,Number of infant deaths,SH.DTH.IMRT,77655
"Egypt, Arab Rep.",EGY,1996,Number of infant deaths,SH.DTH.IMRT,82360
"Egypt, Arab Rep.",EGY,1995,Number of infant deaths,SH.DTH.IMRT,87432
"Egypt, Arab Rep.",EGY,1994,Number of infant deaths,SH.DTH.IMRT,92805
"Egypt, Arab Rep.",EGY,1993,Number of infant deaths,SH.DTH.IMRT,98391
"Egypt, Arab Rep.",EGY,1992,Number of infant deaths,SH.DTH.IMRT,104126
"Egypt, Arab Rep.",EGY,1991,Number of infant deaths,SH.DTH.IMRT,109952
"Egypt, Arab Rep.",EGY,1990,Number of infant deaths,SH.DTH.IMRT,115850
"Egypt, Arab Rep.",EGY,1989,Number of infant deaths,SH.DTH.IMRT,122010
"Egypt, Arab Rep.",EGY,1988,Number of infant deaths,SH.DTH.IMRT,128649
"Egypt, Arab Rep.",EGY,1987,Number of infant deaths,SH.DTH.IMRT,136170
"Egypt, Arab Rep.",EGY,1986,Number of infant deaths,SH.DTH.IMRT,144286
"Egypt, Arab Rep.",EGY,1985,Number of infant deaths,SH.DTH.IMRT,153011
"Egypt, Arab Rep.",EGY,1984,Number of infant deaths,SH.DTH.IMRT,161774
"Egypt, Arab Rep.",EGY,1983,Number of infant deaths,SH.DTH.IMRT,169896
"Egypt, Arab Rep.",EGY,1982,Number of infant deaths,SH.DTH.IMRT,176927
"Egypt, Arab Rep.",EGY,1981,Number of infant deaths,SH.DTH.IMRT,182948
"Egypt, Arab Rep.",EGY,1980,Number of infant deaths,SH.DTH.IMRT,188234
"Egypt, Arab Rep.",EGY,1979,Number of infant deaths,SH.DTH.IMRT,193142
"Egypt, Arab Rep.",EGY,1978,Number of infant deaths,SH.DTH.IMRT,198396
"Egypt, Arab Rep.",EGY,1977,Number of infant deaths,SH.DTH.IMRT,203807
"Egypt, Arab Rep.",EGY,1976,Number of infant deaths,SH.DTH.IMRT,209256
"Egypt, Arab Rep.",EGY,1975,Number of infant deaths,SH.DTH.IMRT,214391
"Egypt, Arab Rep.",EGY,1974,Number of infant deaths,SH.DTH.IMRT,218996
"Egypt, Arab Rep.",EGY,1973,Number of infant deaths,SH.DTH.IMRT,222796
"Egypt, Arab Rep.",EGY,1972,Number of infant deaths,SH.DTH.IMRT,225262
"Egypt, Arab Rep.",EGY,1971,Number of infant deaths,SH.DTH.IMRT,226642
"Egypt, Arab Rep.",EGY,1970,Number of infant deaths,SH.DTH.IMRT,227326
"Egypt, Arab Rep.",EGY,1969,Number of infant deaths,SH.DTH.IMRT,227707
"Egypt, Arab Rep.",EGY,1968,Number of infant deaths,SH.DTH.IMRT,227987
"Egypt, Arab Rep.",EGY,1967,Number of infant deaths,SH.DTH.IMRT,228809
"Egypt, Arab Rep.",EGY,1966,Number of infant deaths,SH.DTH.IMRT,230168
"Egypt, Arab Rep.",EGY,1965,Number of infant deaths,SH.DTH.IMRT,232501
"Egypt, Arab Rep.",EGY,1964,Number of infant deaths,SH.DTH.IMRT,235819
"Egypt, Arab Rep.",EGY,1963,Number of infant deaths,SH.DTH.IMRT,239888
"Egypt, Arab Rep.",EGY,1962,Number of infant deaths,SH.DTH.IMRT,244508
"Egypt, Arab Rep.",EGY,1961,Number of infant deaths,SH.DTH.IMRT,249229
"Egypt, Arab Rep.",EGY,1960,Number of infant deaths,SH.DTH.IMRT,253772
"Egypt, Arab Rep.",EGY,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.76370850328626
"Egypt, Arab Rep.",EGY,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,4.98902704069397
"Egypt, Arab Rep.",EGY,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.24198904574586
"Egypt, Arab Rep.",EGY,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.01745373444748
"Egypt, Arab Rep.",EGY,2019,Number of under-five deaths,SH.DTH.MORT,52291
"Egypt, Arab Rep.",EGY,2018,Number of under-five deaths,SH.DTH.MORT,54397
"Egypt, Arab Rep.",EGY,2017,Number of under-five deaths,SH.DTH.MORT,56307
"Egypt, Arab Rep.",EGY,2016,Number of under-five deaths,SH.DTH.MORT,58261
"Egypt, Arab Rep.",EGY,2015,Number of under-five deaths,SH.DTH.MORT,59843
"Egypt, Arab Rep.",EGY,2014,Number of under-five deaths,SH.DTH.MORT,61104
"Egypt, Arab Rep.",EGY,2013,Number of under-five deaths,SH.DTH.MORT,61951
"Egypt, Arab Rep.",EGY,2012,Number of under-five deaths,SH.DTH.MORT,62533
"Egypt, Arab Rep.",EGY,2011,Number of under-five deaths,SH.DTH.MORT,62763
"Egypt, Arab Rep.",EGY,2010,Number of under-five deaths,SH.DTH.MORT,62792
"Egypt, Arab Rep.",EGY,2009,Number of under-five deaths,SH.DTH.MORT,62714
"Egypt, Arab Rep.",EGY,2008,Number of under-five deaths,SH.DTH.MORT,62854
"Egypt, Arab Rep.",EGY,2007,Number of under-five deaths,SH.DTH.MORT,63385
"Egypt, Arab Rep.",EGY,2006,Number of under-five deaths,SH.DTH.MORT,64355
"Egypt, Arab Rep.",EGY,2005,Number of under-five deaths,SH.DTH.MORT,65914
"Egypt, Arab Rep.",EGY,2004,Number of under-five deaths,SH.DTH.MORT,68083
"Egypt, Arab Rep.",EGY,2003,Number of under-five deaths,SH.DTH.MORT,70845
"Egypt, Arab Rep.",EGY,2002,Number of under-five deaths,SH.DTH.MORT,74182
"Egypt, Arab Rep.",EGY,2001,Number of under-five deaths,SH.DTH.MORT,78098
"Egypt, Arab Rep.",EGY,2000,Number of under-five deaths,SH.DTH.MORT,82642
"Egypt, Arab Rep.",EGY,1999,Number of under-five deaths,SH.DTH.MORT,87745
"Egypt, Arab Rep.",EGY,1998,Number of under-five deaths,SH.DTH.MORT,93517
"Egypt, Arab Rep.",EGY,1997,Number of under-five deaths,SH.DTH.MORT,99968
"Egypt, Arab Rep.",EGY,1996,Number of under-five deaths,SH.DTH.MORT,107094
"Egypt, Arab Rep.",EGY,1995,Number of under-five deaths,SH.DTH.MORT,114885
"Egypt, Arab Rep.",EGY,1994,Number of under-five deaths,SH.DTH.MORT,123257
"Egypt, Arab Rep.",EGY,1993,Number of under-five deaths,SH.DTH.MORT,131984
"Egypt, Arab Rep.",EGY,1992,Number of under-five deaths,SH.DTH.MORT,140792
"Egypt, Arab Rep.",EGY,1991,Number of under-five deaths,SH.DTH.MORT,149545
"Egypt, Arab Rep.",EGY,1990,Number of under-five deaths,SH.DTH.MORT,158216
"Egypt, Arab Rep.",EGY,1989,Number of under-five deaths,SH.DTH.MORT,167160
"Egypt, Arab Rep.",EGY,1988,Number of under-five deaths,SH.DTH.MORT,176932
"Egypt, Arab Rep.",EGY,1987,Number of under-five deaths,SH.DTH.MORT,188029
"Egypt, Arab Rep.",EGY,1986,Number of under-five deaths,SH.DTH.MORT,200187
"Egypt, Arab Rep.",EGY,1985,Number of under-five deaths,SH.DTH.MORT,213571
"Egypt, Arab Rep.",EGY,1984,Number of under-five deaths,SH.DTH.MORT,227292
"Egypt, Arab Rep.",EGY,1983,Number of under-five deaths,SH.DTH.MORT,240268
"Egypt, Arab Rep.",EGY,1982,Number of under-five deaths,SH.DTH.MORT,251807
"Egypt, Arab Rep.",EGY,1981,Number of under-five deaths,SH.DTH.MORT,262139
"Egypt, Arab Rep.",EGY,1980,Number of under-five deaths,SH.DTH.MORT,271588
"Egypt, Arab Rep.",EGY,1979,Number of under-five deaths,SH.DTH.MORT,280637
"Egypt, Arab Rep.",EGY,1978,Number of under-five deaths,SH.DTH.MORT,289814
"Egypt, Arab Rep.",EGY,1977,Number of under-five deaths,SH.DTH.MORT,299344
"Egypt, Arab Rep.",EGY,1976,Number of under-five deaths,SH.DTH.MORT,309060
"Egypt, Arab Rep.",EGY,1975,Number of under-five deaths,SH.DTH.MORT,318299
"Egypt, Arab Rep.",EGY,1974,Number of under-five deaths,SH.DTH.MORT,326594
"Egypt, Arab Rep.",EGY,1973,Number of under-five deaths,SH.DTH.MORT,332846
"Egypt, Arab Rep.",EGY,1972,Number of under-five deaths,SH.DTH.MORT,336839
"Egypt, Arab Rep.",EGY,1971,Number of under-five deaths,SH.DTH.MORT,338928
"Egypt, Arab Rep.",EGY,1970,Number of under-five deaths,SH.DTH.MORT,339738
"Egypt, Arab Rep.",EGY,1969,Number of under-five deaths,SH.DTH.MORT,339933
"Egypt, Arab Rep.",EGY,1968,Number of under-five deaths,SH.DTH.MORT,339897
"Egypt, Arab Rep.",EGY,1967,Number of under-five deaths,SH.DTH.MORT,340691
"Egypt, Arab Rep.",EGY,1966,Number of under-five deaths,SH.DTH.MORT,342374
"Egypt, Arab Rep.",EGY,1965,Number of under-five deaths,SH.DTH.MORT,345667
"Egypt, Arab Rep.",EGY,1964,Number of under-five deaths,SH.DTH.MORT,350545
"Egypt, Arab Rep.",EGY,1963,Number of under-five deaths,SH.DTH.MORT,356567
"Egypt, Arab Rep.",EGY,1962,Number of under-five deaths,SH.DTH.MORT,363416
"Egypt, Arab Rep.",EGY,1961,Number of under-five deaths,SH.DTH.MORT,370313
"Egypt, Arab Rep.",EGY,1960,Number of under-five deaths,SH.DTH.MORT,376792
"Egypt, Arab Rep.",EGY,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,85.6078303042361
"Egypt, Arab Rep.",EGY,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,84.1887281782163
"Egypt, Arab Rep.",EGY,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,81.9617087171341
"Egypt, Arab Rep.",EGY,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,74.1158068999397
"Egypt, Arab Rep.",EGY,2019,Number of neonatal deaths,SH.DTH.NMRT,28710
"Egypt, Arab Rep.",EGY,2018,Number of neonatal deaths,SH.DTH.NMRT,29877
"Egypt, Arab Rep.",EGY,2017,Number of neonatal deaths,SH.DTH.NMRT,31104
"Egypt, Arab Rep.",EGY,2016,Number of neonatal deaths,SH.DTH.NMRT,32326
"Egypt, Arab Rep.",EGY,2015,Number of neonatal deaths,SH.DTH.NMRT,33391
"Egypt, Arab Rep.",EGY,2014,Number of neonatal deaths,SH.DTH.NMRT,34357
"Egypt, Arab Rep.",EGY,2013,Number of neonatal deaths,SH.DTH.NMRT,35119
"Egypt, Arab Rep.",EGY,2012,Number of neonatal deaths,SH.DTH.NMRT,35686
"Egypt, Arab Rep.",EGY,2011,Number of neonatal deaths,SH.DTH.NMRT,36054
"Egypt, Arab Rep.",EGY,2010,Number of neonatal deaths,SH.DTH.NMRT,36190
"Egypt, Arab Rep.",EGY,2009,Number of neonatal deaths,SH.DTH.NMRT,35945
"Egypt, Arab Rep.",EGY,2008,Number of neonatal deaths,SH.DTH.NMRT,35564
"Egypt, Arab Rep.",EGY,2007,Number of neonatal deaths,SH.DTH.NMRT,35290
"Egypt, Arab Rep.",EGY,2006,Number of neonatal deaths,SH.DTH.NMRT,35227
"Egypt, Arab Rep.",EGY,2005,Number of neonatal deaths,SH.DTH.NMRT,35400
"Egypt, Arab Rep.",EGY,2004,Number of neonatal deaths,SH.DTH.NMRT,35842
"Egypt, Arab Rep.",EGY,2003,Number of neonatal deaths,SH.DTH.NMRT,36552
"Egypt, Arab Rep.",EGY,2002,Number of neonatal deaths,SH.DTH.NMRT,37491
"Egypt, Arab Rep.",EGY,2001,Number of neonatal deaths,SH.DTH.NMRT,38589
"Egypt, Arab Rep.",EGY,2000,Number of neonatal deaths,SH.DTH.NMRT,39847
"Egypt, Arab Rep.",EGY,1999,Number of neonatal deaths,SH.DTH.NMRT,41221
"Egypt, Arab Rep.",EGY,1998,Number of neonatal deaths,SH.DTH.NMRT,42718
"Egypt, Arab Rep.",EGY,1997,Number of neonatal deaths,SH.DTH.NMRT,44387
